title,id,genre,release_date,budget,revenue,vote_average
Harold & Kumar Escape from Guantanamo Bay,13335,Comedy,2008.0,12000000,43493123,6.2
Valkyrie,2253,Drama,2008.0,75000000,200276000,6.7
21,8065,Drama,2008.0,35000000,69823199,6.5
Baby Mama,8780,Comedy,2008.0,30000000,63833449,5.8
The Boy in the Striped Pyjamas,14574,War,2008.0,12500000,20416563,7.7
Forgetting Sarah Marshall,9870,Comedy,2008.0,30000000,105173115,6.4
Max Payne,13051,Action,2008.0,35000000,85416905,5.2
The Yellow Handkerchief,22556,Drama,2008.0,15000000,317000,6.4
Two Lovers,10362,Drama,2008.0,12000000,3148182,6.6
"War, Inc.",13191,Action,2008.0,5000000,1296184,5.6
The Brothers Bloom,21755,Adventure,2008.0,20000000,5530764,6.8
The House Bunny,12620,Romance,2008.0,25000000,70442940,5.6
The Children of Huang Shi,13405,Drama,2008.0,40000000,7400000,6.5
Pineapple Express,10189,Action,2008.0,27000000,101624843,6.6
Hancock,8960,Fantasy,2008.0,150000000,624029371,6.2
Australia,6972,Drama,2008.0,130000000,49554002,6.3
Stargate: The Ark of Truth,13001,Adventure,2008.0,7000000,8900000,6.9
Yes Man,10201,Comedy,2008.0,70000000,225990978,6.4
How to Lose Friends & Alienate People,13092,Comedy,2008.0,27000000,17286299,6.2
"Surfer, Dude",13827,Comedy,2008.0,6000000,69497,4.7
Appaloosa,12690,Drama,2008.0,20000000,20211394,6.3
Journey to the Center of the Earth,88751,Action,2008.0,45000000,101702060,5.8
Milk,10139,History,2008.0,20000000,54586584,7.1
My Best Friend's Girl,13596,Romance,2008.0,20000000,36620508,5.4
Sunshine Cleaning,13090,Comedy,2008.0,5000000,16174377,6.5
Mamma Mia!,11631,Comedy,2008.0,52000000,609841637,6.4
Welcome Home Roscoe Jenkins,13490,Comedy,2008.0,35000000,43650785,5.7
Madagascar: Escape 2 Africa,10527,Family,2008.0,150000000,603900354,6.2
The Rocker,10186,Comedy,2008.0,15000000,8762890,5.6
Winter in Wartime,16564,Drama,2008.0,4000000,530048,6.8
College,13991,Comedy,2008.0,7000000,6230276,4.8
What Just Happened,8944,Comedy,2008.0,25000000,6673422,5.2
The Incredible Hulk,1724,Science Fiction,2008.0,150000000,163712074,6.1
Dolphins and Whales: Tribes of the Ocean,57612,Documentary,2008.0,6000000,7518876,8.0
Righteous Kill,13389,Action,2008.0,60000000,73174566,5.9
The Spiderwick Chronicles,8204,Adventure,2008.0,90000000,162839667,6.3
Sex Drive,13523,Comedy,2008.0,19000000,18755936,6.0
Choke,13973,Comedy,2008.0,3000000,3830137,6.0
Street Kings,1266,Action,2008.0,20000000,65569869,6.3
Marley & Me,14306,Comedy,2008.0,60000000,244082376,6.9
The Sisterhood of the Traveling Pants 2,10188,Adventure,2008.0,27000000,44352417,6.0
The Wrestler,12163,Drama,2008.0,6000000,44703995,7.3
Kung Fu Panda,9502,Adventure,2008.0,130000000,631744560,6.9
The Bank Job,8848,Thriller,2008.0,20000000,64822796,6.6
The Wave,7735,Drama,2008.0,7500000,19000000,7.5
Doubt,14359,Drama,2008.0,20000000,50907234,7.0
The Wackness,13990,Drama,2008.0,6000000,2899975,6.2
Seven Pounds,11321,Drama,2008.0,55000000,168167691,7.5
Lakeview Terrace,13279,Drama,2008.0,20000000,27640028,5.9
RockNRolla,13809,Action,2008.0,18000000,25739015,6.9
Gran Torino,13223,Drama,2008.0,33000000,269958228,7.8
Meet Dave,11260,Comedy,2008.0,60000000,50650079,5.0
Bangkok Dangerous,13184,Action,2008.0,45000000,42487390,5.0
Bolt,13053,Animation,2008.0,150000000,309979994,6.3
The Day the Earth Stood Still,10200,Drama,2008.0,80000000,233093859,5.2
W.,10523,Drama,2008.0,25100000,29506464,6.1
Role Models,15373,Comedy,2008.0,28000000,92380927,6.4
Inkheart,2309,Adventure,2008.0,60000000,57490374,6.0
Miracle at St. Anna,12412,Drama,2008.0,45000000,9323833,6.3
Taken,8681,Action,2008.0,25000000,226830568,7.2
The Forbidden Kingdom,1729,Action,2008.0,55000000,127906624,6.3
Cloverfield,7191,Action,2008.0,25000000,170764026,6.4
Changeling,3580,Crime,2008.0,55000000,113020255,7.3
The Curious Case of Benjamin Button,4922,Fantasy,2008.0,150000000,333932083,7.3
The Informers,17436,Drama,2008.0,18000000,382174,4.4
Revolutionary Road,4148,Drama,2008.0,35000000,75225693,6.7
An American Carol,13948,Comedy,2008.0,20000000,7000000,4.1
The Spirit,8285,Action,2008.0,60000000,39031337,4.7
The Happening,8645,Thriller,2008.0,60000000,163403799,4.9
Babylon A.D.,9381,Action,2008.0,70000000,72108608,5.4
Bottle Shock,13996,Comedy,2008.0,5000000,4040588,6.6
The Tale of Despereaux,10199,Adventure,2008.0,60000000,50877145,5.8
Disaster Movie,13805,Action,2008.0,25000000,14109284,3.0
Solitary Man,36691,Comedy,2009.0,15000000,5024782,5.8
[REC]²,10664,Thriller,2009.0,5600000,18469680,6.4
Underworld: Rise of the Lycans,12437,Fantasy,2009.0,35000000,91353501,6.2
Race to Witch Mountain,13836,Adventure,2009.0,50000000,106303988,5.5
Life During Wartime,39800,Comedy,2009.0,4500000,744816,6.3
Old Dogs,22949,Comedy,2009.0,35000000,92219310,5.2
Sorority Row,26688,Horror,2009.0,12500000,27206120,5.4
Inglourious Basterds,16869,Drama,2009.0,70000000,319131050,7.9
Surrogates,19959,Action,2009.0,80000000,122444772,5.9
Did You Hear About the Morgans?,24438,Comedy,2009.0,58000000,85280250,5.1
A Perfect Getaway,12403,Thriller,2009.0,14000000,22852638,6.2
Night at the Museum: Battle of the Smithsonian,18360,Adventure,2009.0,150000000,413106170,5.9
Soul Kitchen,31175,Drama,2009.0,5000000,17872796,7.1
Law Abiding Citizen,22803,Drama,2009.0,53000000,126690726,7.2
The Taking of Pelham 1 2 3,18487,Thriller,2009.0,100000000,150166126,6.2
Hotel for Dogs,15189,Comedy,2009.0,35000000,73034460,5.7
Star Trek,13475,Science Fiction,2009.0,150000000,385680446,7.4
Moon,17431,Science Fiction,2009.0,5000000,9760104,7.6
Whiteout,22787,Action,2009.0,40000000,12206028,5.3
The Young Victoria,18320,Drama,2009.0,35000000,27409889,7.0
X-Men Origins: Wolverine,2080,Adventure,2009.0,150000000,373062864,6.2
The Twilight Saga: New Moon,18239,Adventure,2009.0,50000000,709827462,5.6
Funny People,20829,Comedy,2009.0,75000000,61458982,5.7
Public Enemies,11322,History,2009.0,80000000,214104620,6.5
My Bloody Valentine,14435,Mystery,2009.0,15000000,100734718,5.3
Dead Snow,14451,Horror,2009.0,800000,1984662,6.1
Angels & Demons,13448,Thriller,2009.0,150000000,356613439,6.5
Harry Potter and the Half-Blood Prince,767,Adventure,2009.0,250000000,933959197,7.4
Watchmen,13183,Action,2009.0,130000000,185258983,7.0
Knowing,13811,Action,2009.0,50000000,155446362,5.9
G-Force,19585,Fantasy,2009.0,150000000,292817841,5.1
Chloe,28211,Drama,2009.0,15000000,8459458,5.9
I Love You Phillip Morris,8952,Comedy,2009.0,13000000,10652035,6.4
Fish Tank,24469,Drama,2009.0,3000000,2357852,6.9
Duplicity,16558,Romance,2009.0,78146652,60000000,5.7
Alvin and the Chipmunks: The Squeakquel,23398,Comedy,2009.0,75000000,443140005,5.4
Harry Brown,25941,Thriller,2009.0,7300000,10329747,6.7
Extract,12569,Comedy,2009.0,8000000,10848783,5.7
Saint John of Las Vegas,27023,Comedy,2009.0,3800000,111731,5.9
An Education,24684,Drama,2009.0,7500000,26096852,6.8
The Fourth Kind,22824,Mystery,2009.0,10000000,42333295,5.8
Aliens in the Attic,20856,Adventure,2009.0,45000000,57881056,5.3
Up,14160,Animation,2009.0,175000000,735099082,7.7
Monsters vs Aliens,15512,Animation,2009.0,175000000,381509870,6.0
The Final Destination,19912,Horror,2009.0,40000000,186167139,5.4
17 Again,16996,Comedy,2009.0,20000000,136267476,6.1
Nine,10197,Drama,2009.0,80000000,53825515,5.1
"I Love You, Man",16538,Comedy,2009.0,41000000,91636986,6.5
The Boondock Saints II: All Saints Day,22821,Action,2009.0,8000000,10629321,5.9
The Joneses,41479,Comedy,2009.0,10000000,7022728,6.1
Coraline,14836,Animation,2009.0,60000000,124596398,7.3
New in Town,14536,Comedy,2009.0,8000000,29010817,5.2
World's Greatest Dad,20178,Comedy,2009.0,10000000,295750,6.5
Adventureland,16614,Comedy,2009.0,9500000,17164377,6.4
Couples Retreat,19899,Comedy,2009.0,70000000,171844840,5.3
Julie & Julia,24803,Romance,2009.0,40000000,129540499,6.6
G.I. Joe: The Rise of Cobra,14869,Adventure,2009.0,175000000,302469017,5.6
Astro Boy,16577,Animation,2009.0,65000000,44091067,6.1
He's Just Not That Into You,10184,Comedy,2009.0,40000000,177259441,6.2
Bright Star,29963,Drama,2009.0,8500000,4440055,6.8
The Proposal,18240,Comedy,2009.0,40000000,317375031,6.7
Micmacs,27936,Action,2009.0,33000000,14000000,6.8
Crazy Heart,25196,Drama,2009.0,7000000,39462438,6.8
Year One,17610,Comedy,2009.0,60000000,62357900,4.6
(500) Days of Summer,19913,Comedy,2009.0,7500000,60722734,7.2
A Christmas Carol,17979,Animation,2009.0,200000000,325233863,6.6
Fantastic Mr. Fox,10315,Adventure,2009.0,40000000,46471023,7.5
The Soloist,17332,Drama,2009.0,60000000,31720158,6.6
The Secret in Their Eyes,25376,Crime,2009.0,2000000,33965843,7.8
Transformers: Revenge of the Fallen,8373,Science Fiction,2009.0,150000000,836297228,6.0
The Blind Side,22881,Drama,2009.0,29000000,309208309,7.2
The Hangover,18785,Comedy,2009.0,35000000,459270619,7.2
City Island,28053,Drama,2009.0,6000000,6670712,6.9
Planet 51,16866,Science Fiction,2009.0,70000000,104945765,5.6
Terminator Salvation,534,Action,2009.0,200000000,371353001,5.9
Ondine,38448,Drama,2009.0,12000000,1644755,6.5
City of Life and Death,21345,Drama,2009.0,12000000,10652498,7.6
Ninja Assassin,22832,Action,2009.0,40000000,60462347,6.2
Agora,26428,Adventure,2009.0,70000000,39041505,6.9
Saw VI,22804,Horror,2009.0,11000000,68233629,6.0
The Princess and the Frog,10198,Romance,2009.0,105000000,267045765,6.7
The International,4959,Drama,2009.0,50000000,60161391,6.0
Precious,25793,Drama,2009.0,10000000,47536959,6.9
State of Play,16995,Action,2009.0,60000000,87784194,6.7
The Ugly Truth,20943,Comedy,2009.0,38000000,205298907,6.4
Gamer,18501,Action,2009.0,50000000,40828540,5.6
The Time Traveler's Wife,24420,Drama,2009.0,39000000,101229792,6.7
I Hope They Serve Beer in Hell,30128,Comedy,2009.0,7000000,1429299,5.7
Street Fighter: The Legend of Chun-Li,15268,Action,2009.0,50000000,12764201,3.9
The Boat That Rocked,18947,Drama,2009.0,50000000,36348784,7.2
A Serious Man,12573,Comedy,2009.0,7000000,31430334,6.6
Invictus,22954,Drama,2009.0,60000000,122233971,7.0
2012,14161,Action,2009.0,200000000,769653595,5.6
Pandorum,19898,Action,2009.0,33000000,20645327,6.5
Cirque du Freak: The Vampire's Assistant,24418,Adventure,2009.0,40000000,28169671,5.5
The Messenger,28089,Drama,2009.0,6500000,1521261,7.1
Whatever Works,19265,Comedy,2009.0,15000000,35097815,6.8
Avatar,19995,Action,2009.0,237000000,2787965087,7.2
Post Grad,25704,Comedy,2009.0,15000000,6405245,5.0
The Last House on the Left,18405,Crime,2009.0,15000000,32721635,6.2
Sherlock Holmes,10528,Action,2009.0,90000000,524028679,7.0
Hannah Montana: The Movie,18126,Comedy,2009.0,35000000,155545279,6.0
Bandslam,23367,Comedy,2009.0,20000000,5210988,5.4
District 9,17654,Science Fiction,2009.0,30000000,210819611,7.3
Away We Go,19255,Drama,2009.0,17000000,14899417,6.7
The Road,20766,Adventure,2009.0,32000000,27635305,6.8
Jennifer's Body,19994,Comedy,2009.0,16000000,31556061,5.3
9,12244,Action,2009.0,30000000,48428063,6.6
Case 39,28355,Horror,2009.0,27000000,29000000,6.1
The Unborn,13788,Horror,2009.0,16000000,76514050,4.8
Land of the Lost,18162,Adventure,2009.0,100000000,68688831,5.3
Me and Orson Welles,12404,Comedy,2009.0,25000000,2336172,6.6
The Invention of Lying,23082,Comedy,2009.0,18500000,31912793,6.0
My Sister's Keeper,10024,Drama,2009.0,30000000,95714875,7.1
Brothers,7445,Drama,2009.0,26000000,43318349,6.8
All About Steve,23706,Comedy,2009.0,15000000,40105542,4.7
Halloween II,24150,Horror,2009.0,15000000,39421467,5.1
Hachi: A Dog's Tale,28178,Drama,2009.0,16000000,47801389,7.7
Tidal Wave,33196,Action,2009.0,16000000,11301649,6.5
Daybreakers,19901,Fantasy,2009.0,20000000,51416464,6.0
Cloudy with a Chance of Meatballs,22794,Animation,2009.0,100000000,242988466,6.5
Shorts,25132,Comedy,2009.0,40000000,28972508,5.1
Orphan,21208,Horror,2009.0,20000000,41596251,6.7
Where the Wild Things Are,16523,Family,2009.0,100000000,100086793,6.4
Capitalism: A Love Story,22074,Documentary,2009.0,20000000,17436509,7.0
Bride Wars,10521,Comedy,2009.0,30000000,114663461,5.9
Drag Me to Hell,16871,Horror,2009.0,30000000,90810892,6.2
Armored,4597,Action,2009.0,20000000,22942221,5.5
Ice Age: Dawn of the Dinosaurs,8355,Animation,2009.0,90000000,886686817,6.5
The Box,22825,Thriller,2009.0,30000000,33333531,5.4
Up in the Air,22947,Drama,2009.0,25000000,163670000,6.7
Crank: High Voltage,15092,Action,2009.0,20000000,34560577,5.9
12 Rounds,17134,Action,2009.0,20000000,17280326,5.7
Enter the Void,34647,Fantasy,2009.0,13000000,754249,7.2
The Bad Lieutenant: Port of Call - New Orleans,11699,Drama,2009.0,25000000,10589102,6.0
Paul Blart: Mall Cop,14560,Action,2009.0,26000000,183293131,5.2
Love Happens,25643,Drama,2009.0,18000000,36133014,5.6
The Lovely Bones,7980,Fantasy,2009.0,65000000,93525586,6.6
Zombieland,19908,Comedy,2009.0,23600000,102391382,7.2
Mao's Last Dancer,33870,Drama,2009.0,25000000,20719451,6.8
My Life in Ruins,23049,Comedy,2009.0,17000000,20455276,5.6
The Men Who Stare at Goats,10313,Comedy,2009.0,24000000,68729358,5.9
Whip It,22798,Drama,2009.0,15000000,16633035,6.7
The Imaginarium of Doctor Parnassus,8054,Adventure,2009.0,30000000,64352607,6.3
The Informant!,11323,Drama,2009.0,22000000,35424826,6.0
It's Complicated,22897,Comedy,2009.0,85000000,219103655,6.2
Bodyguards and Assassins,30596,Drama,2009.0,23000000,5837674,6.5
Cheri,22215,Drama,2009.0,23000000,9366227,5.9
Brooklyn's Finest,26390,Crime,2009.0,17000000,29536299,6.2
Alpha and Omega,12819,Family,2010.0,20000000,39300000,5.3
Space Battleship Yamato,61984,Science Fiction,2010.0,12000000,11212294,6.3
She's Out of My League,34016,Comedy,2010.0,20000000,49779728,5.9
Date Night,35056,Comedy,2010.0,55000000,152263880,5.9
After.Life,36419,Drama,2010.0,4500000,3606395,5.4
The Bounty Hunter,27573,Action,2010.0,40000000,136000000,5.5
The Book of Eli,20504,Action,2010.0,80000000,157107755,6.6
Princess Kaiulani,39806,Drama,2010.0,9000000,771499,4.8
How Do You Know,42888,Comedy,2010.0,120000000,48668907,4.9
You Again,38303,Comedy,2010.0,20000000,32005248,6.0
The Social Network,37799,Drama,2010.0,40000000,224920315,7.1
The Fighter,45317,Drama,2010.0,25000000,93617009,7.2
Step Up 3D,41233,Drama,2010.0,30000000,159291809,6.6
Let Me In,41402,Drama,2010.0,20000000,24145613,6.7
The Debt,48289,Drama,2010.0,20000000,45636368,6.3
Diary of a Wimpy Kid,33217,Comedy,2010.0,15000000,75700498,5.9
Legend of the Guardians: The Owls of Ga'Hoole,41216,Animation,2010.0,80000000,140073390,6.5
The Town,23168,Crime,2010.0,37000000,154026136,7.0
The Kids Are All Right,39781,Comedy,2010.0,3500000,34705850,6.5
Edge of Darkness,12201,Crime,2010.0,80000000,74901339,6.2
Unstoppable,44048,Action,2010.0,100000000,167805466,6.3
Saw: The Final Chapter,41439,Horror,2010.0,20000000,136150434,5.8
The King's Speech,45269,Drama,2010.0,15000000,414211549,7.6
Four Lions,37495,Comedy,2010.0,967686,4270000,7.0
Loose Cannons,40794,Comedy,2010.0,7000000,8220215,7.0
Trust,44945,Crime,2010.0,9500000,120000,6.6
Cop Out,23742,Action,2010.0,30000000,55583804,5.3
The Nutcracker: The Untold Story,49852,Fantasy,2010.0,90000000,16178959,5.4
Carlos,43434,Crime,2010.0,18000000,871279,6.7
The Warrior's Way,46528,Adventure,2010.0,42000000,11087569,6.3
Troll Hunter,46146,Fantasy,2010.0,3500000,4159678,6.7
Tucker and Dale vs Evil,46838,Comedy,2010.0,5000000,5476793,7.3
Charlie St. Cloud,37950,Drama,2010.0,44000000,48190704,6.8
Hot Tub Time Machine,23048,Science Fiction,2010.0,36000000,64572262,6.0
Resident Evil: Afterlife,35791,Action,2010.0,60000000,300228084,5.8
Clash of the Titans,18823,Adventure,2010.0,125000000,232713139,5.6
My Name Is Khan,26022,Drama,2010.0,12000000,42345360,7.7
The Last Airbender,10196,Action,2010.0,150000000,318502923,4.7
Percy Jackson & the Olympians: The Lightning Thief,32657,Adventure,2010.0,95000000,226497209,6.0
Barney's Version,46829,Comedy,2010.0,30000000,8454301,7.2
Get Him to the Greek,32823,Comedy,2010.0,40000000,90029656,5.9
Marmaduke,38579,Family,2010.0,50000000,83761844,5.0
Devil,44040,Horror,2010.0,10000000,33583175,5.8
Hereafter,44603,Drama,2010.0,50000000,105197635,5.8
Kick-Ass,23483,Action,2010.0,28000000,96188903,7.1
Salt,27576,Action,2010.0,110000000,293329073,6.2
Fair Game,38363,Drama,2010.0,22000000,24188922,6.5
The Next Three Days,43539,Romance,2010.0,30000000,51148651,6.9
Incendies,46738,Drama,2010.0,6800000,7103838,7.9
127 Hours,44115,Adventure,2010.0,18000000,35692920,7.0
The Extra Man,47088,Comedy,2010.0,7000000,453079,5.9
Hesher,44835,Drama,2010.0,7000000,382946,6.7
The Spy Next Door,23172,Action,2010.0,28000000,45236543,5.5
Love & Other Drugs,43347,Drama,2010.0,30000000,102820008,6.6
Skyline,42684,Science Fiction,2010.0,10000000,66821036,4.7
Megamind,38055,Animation,2010.0,130000000,321887208,6.7
Predators,34851,Action,2010.0,40000000,126248813,6.0
Jonah Hex,20533,Action,2010.0,47000000,10539000,4.4
Green Zone,22972,War,2010.0,100000000,94882889,6.4
Leap Year,25195,Romance,2010.0,19000000,29922472,6.4
Yogi Bear,41515,Comedy,2010.0,80000000,201584141,5.2
The Crazies,29427,Mystery,2010.0,20000000,54956140,6.2
Morning Glory,38357,Comedy,2010.0,40000000,58785180,6.1
Burlesque,42297,Drama,2010.0,55000000,89519773,6.9
Everything Must Go,45658,Comedy,2010.0,5000000,2614773,6.0
Of Gods and Men,46332,Drama,2010.0,4000000,41424067,6.5
Gulliver's Travels,38745,Comedy,2010.0,112000000,237382724,4.9
Sea Rex 3D: Journey to a Prehistoric World,78394,Documentary,2010.0,5000000,4074023,5.9
Easy A,37735,Comedy,2010.0,8000000,74952305,6.7
Another Year,44009,Comedy,2010.0,8000000,18124262,7.0
It's Kind of a Funny Story,43923,Comedy,2010.0,8000000,6491240,6.9
Valentine's Day,32856,Comedy,2010.0,52000000,216485654,5.7
Rabbit Hole,27585,Drama,2010.0,5000000,5129058,6.9
From Paris with Love,26389,Action,2010.0,52000000,52826594,6.1
The Ghost Writer,11439,Thriller,2010.0,45000000,60222298,6.7
Legion,22894,Horror,2010.0,26000000,67918658,5.2
Sex and the City 2,37786,Comedy,2010.0,100000000,288347692,5.4
The Tempest,44638,Drama,2010.0,20000000,346594,6.0
Beginners,55347,Drama,2010.0,3200000,5332926,6.8
Shutter Island,11324,Drama,2010.0,80000000,294804195,7.8
Wild Target,44147,Action,2010.0,8000000,3453043,6.4
The Switch,41210,Comedy,2010.0,19000000,49830607,5.9
MacGruber,37931,Action,2010.0,10000000,6110000,5.1
Knight and Day,37834,Action,2010.0,117000000,261930431,5.9
Paranormal Activity 2,41436,Horror,2010.0,3000000,177512032,5.7
The Runaways,27586,Drama,2010.0,10000000,2995811,6.3
The Expendables,27578,Thriller,2010.0,80000000,274470394,6.0
Country Strong,45272,Drama,2010.0,15000000,20529194,5.9
Little Fockers,39451,Comedy,2010.0,100000000,310650585,5.4
I Spit on Your Grave,43947,Thriller,2010.0,2000000,572809,6.3
Robin Hood,20662,Action,2010.0,200000000,310669540,6.2
The Other Guys,27581,Action,2010.0,100000000,170432927,6.1
Killers,37821,Action,2010.0,75000000,98159963,5.7
Rubber,45649,Comedy,2010.0,500000,98017,5.7
Nanny McPhee and the Big Bang,35019,Comedy,2010.0,35000000,93246388,6.0
Dinner for Schmucks,38778,Comedy,2010.0,69000000,86387857,5.5
The Last Exorcism,38358,Horror,2010.0,1800000,67738090,5.6
Monsters,43933,Drama,2010.0,500000,4242978,6.2
Due Date,41733,Comedy,2010.0,65000000,211780824,6.2
The Conspirator,60309,Crime,2010.0,25000000,15478800,6.2
Jackass 3D,16290,Comedy,2010.0,20000000,117224271,6.4
Inside Job,44639,Documentary,2010.0,2000000,7871522,7.7
Sarah's Key,53457,Drama,2010.0,10000000,17511906,7.2
Scott Pilgrim vs. the World,22538,Action,2010.0,60000000,47664559,7.2
Winter's Bone,39013,Drama,2010.0,2000000,13831503,6.8
Buried,26388,Drama,2010.0,1987650,19152480,6.6
The Back-Up Plan,34806,Comedy,2010.0,35000000,77477008,5.7
Space Dogs,36696,Family,2010.0,25000000,6500000,6.3
Insidious,49018,Horror,2010.0,1500000,97009150,6.8
TRON: Legacy,20526,Adventure,2010.0,170000000,400062763,6.3
Flipped,43949,Romance,2010.0,14000000,1755212,7.4
Toy Story 3,10193,Animation,2010.0,200000000,1066969703,7.6
Extraordinary Measures,27569,Drama,2010.0,31000000,15134293,6.0
Alice in Wonderland,12155,Family,2010.0,200000000,1025491110,6.4
Prince of Persia: The Sands of Time,9543,Adventure,2010.0,150000000,335154643,6.2
Blue Valentine,46705,Drama,2010.0,3500000,16566240,6.9
The Last Godfather,70829,Action,2010.0,13400000,16700000,4.7
Little White Lies,48034,Comedy,2010.0,25000000,48531470,7.1
The Twilight Saga: Eclipse,24021,Adventure,2010.0,68000000,698491347,5.8
Despicable Me,20352,Animation,2010.0,69000000,543513985,7.1
Stone,44113,Drama,2010.0,22000000,9479718,5.2
Wall Street: Money Never Sleeps,33909,Drama,2010.0,70000000,134748021,5.8
